人类基因	小鼠基因	提取状态
ENSG00000233607	ENSMUSG00000108295	成功
ENSG00000237568	ENSMUSG00000097237	成功
ENSG00000264443	ENSMUSG00000085002	成功
ENSG00000277579	ENSMUSG00000087407	成功
ENSG00000254043	ENSMUSG00000085125	成功
ENSG00000242407	ENSMUSG00000075589	成功
ENSG00000265408	ENSMUSG00000023737	成功
ENSG00000279571	ENSMUSG00000085017	成功
ENSG00000237843	ENSMUSG00000086408	成功
ENSG00000271670	ENSMUSG00000108713	成功
ENSG00000276232	ENSMUSG00000087327	成功
ENSG00000239921	ENSMUSG00000055403	成功
ENSG00000259912	ENSMUSG00000098534	成功
ENSG00000228740	ENSMUSG00000055048	成功
ENSG00000264569	ENSMUSG00000100629	成功
ENSG00000280106	ENSMUSG00000109049	成功
ENSG00000256442	ENSMUSG00000108095	成功
ENSG00000261083	ENSMUSG00000106002	成功
ENSG00000254362	ENSMUSG00000093744	成功
ENSG00000276972	ENSMUSG00000107364	成功
ENSG00000231150	ENSMUSG00000099474	成功
ENSG00000261762	ENSMUSG00000098727	成功
ENSG00000242880	ENSMUSG00000075070	成功
ENSG00000278886	ENSMUSG00000095306	成功
ENSG00000254383	ENSMUSG00000109413	成功
ENSG00000236240	ENSMUSG00000093551	成功
ENSG00000249464	ENSMUSG00000105099	成功
ENSG00000266839	ENSMUSG00000042549	成功
ENSG00000278084	ENSMUSG00000056735	成功
ENSG00000250208	ENSMUSG00000105483	成功
ENSG00000259834	ENSMUSG00000056145	成功
ENSG00000254397	ENSMUSG00000073867	成功
ENSG00000269980	ENSMUSG00000090220	成功
ENSG00000226758	ENSMUSG00000090118	成功
ENSG00000225128	ENSMUSG00000105299	成功
ENSG00000259818	ENSMUSG00000087200	成功
ENSG00000278959	ENSMUSG00000102946	成功
ENSG00000260790	ENSMUSG00000109337	成功
ENSG00000262188	ENSMUSG00000087404	成功
ENSG00000272463	ENSMUSG00000038408	成功
ENSG00000232885	ENSMUSG00000104296	成功
ENSG00000223715	ENSMUSG00000103607	成功
ENSG00000259018	ENSMUSG00000102798	成功
ENSG00000237798	ENSMUSG00000085519	成功
ENSG00000235455	ENSMUSG00000099879	成功
ENSG00000236434	ENSMUSG00000102912	成功
ENSG00000226828	ENSMUSG00000103043	成功
ENSG00000248227	ENSMUSG00000105352	成功
ENSG00000280211	ENSMUSG00000101845	成功
ENSG00000236453	ENSMUSG00000107603	成功
ENSG00000259005	ENSMUSG00000079645	成功
ENSG00000248165	ENSMUSG00000106712	成功
ENSG00000232480	ENSMUSG00000103503	成功
ENSG00000274629	ENSMUSG00000101483	成功
ENSG00000247934	ENSMUSG00000086019	成功
ENSG00000235782	ENSMUSG00000102322	成功
ENSG00000277142	ENSMUSG00000097523	成功
ENSG00000256699	ENSMUSG00000106235	成功
ENSG00000225563	ENSMUSG00000097065	成功
ENSG00000259551	ENSMUSG00000108987	成功
ENSG00000244124	ENSMUSG00000103611	成功
ENSG00000256084	ENSMUSG00000086614	成功
ENSG00000249873	ENSMUSG00000104825	成功
ENSG00000235403	ENSMUSG00000085472	成功
ENSG00000261068	ENSMUSG00000084880	成功
ENSG00000238217	ENSMUSG00000104310	成功
ENSG00000257359	ENSMUSG00000107141	成功
ENSG00000279953	ENSMUSG00000106662	成功
ENSG00000235629	ENSMUSG00000087317	成功
ENSG00000271409	ENSMUSG00000093489	成功
ENSG00000254900	ENSMUSG00000109499	成功
ENSG00000253444	ENSMUSG00000110356	成功
ENSG00000241202	ENSMUSG00000104286	成功
ENSG00000237338	ENSMUSG00000085468	成功
ENSG00000224536	ENSMUSG00000104524	成功
ENSG00000272092	ENSMUSG00000110110	成功
ENSG00000235884	ENSMUSG00000097505	成功
ENSG00000256292	ENSMUSG00000106235	成功
ENSG00000229345	ENSMUSG00000102282	成功
ENSG00000260032	ENSMUSG00000086118	成功
ENSG00000272639	ENSMUSG00000097634	成功
ENSG00000272866	ENSMUSG00000097855	成功
ENSG00000259644	ENSMUSG00000108393	成功
ENSG00000258647	ENSMUSG00000102384	成功
ENSG00000282876	ENSMUSG00000086036	成功
ENSG00000223770	ENSMUSG00000096936	成功
ENSG00000278017	ENSMUSG00000102501	成功
ENSG00000206249	ENSMUSG00000086496	成功
ENSG00000229873	ENSMUSG00000086166	成功
ENSG00000279794	ENSMUSG00000108923	成功
ENSG00000249122	ENSMUSG00000107266	成功
ENSG00000268686	ENSMUSG00000109111	成功
ENSG00000269894	ENSMUSG00000107937	成功
ENSG00000259054	ENSMUSG00000105963	成功
ENSG00000233635	ENSMUSG00000085033	成功
ENSG00000272982	ENSMUSG00000103053	成功
ENSG00000261314	ENSMUSG00000102970	成功
ENSG00000236463	ENSMUSG00000085971	成功
ENSG00000264914	ENSMUSG00000096983	成功
ENSG00000260614	ENSMUSG00000097248	成功
ENSG00000272849	ENSMUSG00000105107	成功
ENSG00000261723	ENSMUSG00000108511	成功
ENSG00000272154	ENSMUSG00000103956	成功
ENSG00000236744	ENSMUSG00000085456	成功
ENSG00000264422	ENSMUSG00000097747	成功
ENSG00000227824	ENSMUSG00000097131	成功
ENSG00000277938	ENSMUSG00000087406	成功
ENSG00000267160	ENSMUSG00000086105	成功
ENSG00000224911	ENSMUSG00000085338	成功
ENSG00000266654	ENSMUSG00000053613	成功
ENSG00000257407	ENSMUSG00000107115	成功
ENSG00000279398	ENSMUSG00000097008	成功
ENSG00000263081	ENSMUSG00000107090	成功
ENSG00000228798	ENSMUSG00000103916	成功
ENSG00000272301	ENSMUSG00000108988	成功
ENSG00000232643	ENSMUSG00000087272	成功
ENSG00000259702	ENSMUSG00000109294	成功
ENSG00000272660	ENSMUSG00000103590	成功
ENSG00000234183	ENSMUSG00000086839	成功
ENSG00000227911	ENSMUSG00000054622	成功
ENSG00000250819	ENSMUSG00000104781	成功
ENSG00000268055	ENSMUSG00000097079	成功
ENSG00000227245	ENSMUSG00000092042	成功
ENSG00000278060	ENSMUSG00000107538	成功
ENSG00000250413	ENSMUSG00000106932	成功
ENSG00000226968	ENSMUSG00000107047	成功
ENSG00000249502	ENSMUSG00000029092	成功
ENSG00000246851	ENSMUSG00000085275	成功
ENSG00000269085	ENSMUSG00000097000	成功
ENSG00000272259	ENSMUSG00000085428	成功
ENSG00000224616	ENSMUSG00000104607	成功
ENSG00000229520	ENSMUSG00000109623	成功
ENSG00000230260	ENSMUSG00000102243	成功
ENSG00000280064	ENSMUSG00000110317	成功
ENSG00000268912	ENSMUSG00000097115	成功
ENSG00000259041	ENSMUSG00000086628	成功
ENSG00000262580	ENSMUSG00000086547	成功
ENSG00000259847	ENSMUSG00000109997	成功
ENSG00000253348	ENSMUSG00000085240	成功
ENSG00000267626	ENSMUSG00000097750	成功
ENSG00000259759	ENSMUSG00000110274	成功
ENSG00000267882	ENSMUSG00000085682	成功
ENSG00000236658	ENSMUSG00000075416	成功
ENSG00000253269	ENSMUSG00000087122	成功
ENSG00000283518	ENSMUSG00000079045	成功
ENSG00000251002	ENSMUSG00000106112	成功
ENSG00000226913	ENSMUSG00000104399	成功
ENSG00000215447	ENSMUSG00000102522	成功
ENSG00000270947	ENSMUSG00000097360	成功
ENSG00000223784	ENSMUSG00000102734	成功
ENSG00000253356	ENSMUSG00000110222	成功
ENSG00000283375	ENSMUSG00000045464	成功
ENSG00000280194	ENSMUSG00000098146	成功
ENSG00000279497	ENSMUSG00000087531	成功
ENSG00000251173	ENSMUSG00000106706	成功
ENSG00000270132	ENSMUSG00000091412	成功
ENSG00000239774	ENSMUSG00000104203	成功
ENSG00000269843	ENSMUSG00000108378	成功
ENSG00000231851	ENSMUSG00000097063	成功
ENSG00000222004	ENSMUSG00000087658	成功
ENSG00000247271	ENSMUSG00000109808	成功
ENSG00000261291	ENSMUSG00000110377	成功
ENSG00000258745	ENSMUSG00000085298	成功
ENSG00000224235	ENSMUSG00000086561	成功
ENSG00000255553	ENSMUSG00000024658	成功
ENSG00000250838	ENSMUSG00000086015	成功
ENSG00000259782	ENSMUSG00000110230	成功
ENSG00000255270	ENSMUSG00000085995	成功
ENSG00000236457	ENSMUSG00000085609	成功
ENSG00000271366	ENSMUSG00000097149	成功
ENSG00000229345	ENSMUSG00000097242	成功
ENSG00000229779	ENSMUSG00000052371	成功
ENSG00000274128	ENSMUSG00000109479	成功
ENSG00000258777	ENSMUSG00000087700	成功
ENSG00000273264	ENSMUSG00000106361	成功
ENSG00000248227	ENSMUSG00000106566	成功
ENSG00000249196	ENSMUSG00000104971	成功
ENSG00000248986	ENSMUSG00000106928	成功
ENSG00000261045	ENSMUSG00000045928	成功
ENSG00000249697	ENSMUSG00000086057	成功
ENSG00000274227	ENSMUSG00000104999	成功
ENSG00000240291	ENSMUSG00000087086	成功
ENSG00000275527	ENSMUSG00000091908	成功
ENSG00000203804	ENSMUSG00000097189	成功
ENSG00000240963	ENSMUSG00000102885	成功
ENSG00000279980	ENSMUSG00000108757	成功
ENSG00000279619	ENSMUSG00000090357	成功
ENSG00000205334	ENSMUSG00000107355	成功
ENSG00000266100	ENSMUSG00000087574	成功
ENSG00000234452	ENSMUSG00000097558	成功
ENSG00000280138	ENSMUSG00000105382	成功
ENSG00000275417	ENSMUSG00000097211	成功
ENSG00000254205	ENSMUSG00000104102	成功
ENSG00000256473	ENSMUSG00000072677	成功
ENSG00000261707	ENSMUSG00000084848	成功
ENSG00000272375	ENSMUSG00000098166	成功
ENSG00000255750	ENSMUSG00000085414	成功
ENSG00000262995	ENSMUSG00000109478	成功
ENSG00000272167	ENSMUSG00000103644	成功
ENSG00000234915	ENSMUSG00000102970	成功
ENSG00000229327	ENSMUSG00000101320	成功
ENSG00000279499	ENSMUSG00000085639	成功
ENSG00000273920	ENSMUSG00000108861	成功
ENSG00000278960	ENSMUSG00000105152	成功
ENSG00000280278	ENSMUSG00000101886	成功
ENSG00000273160	ENSMUSG00000102484	成功
ENSG00000228959	ENSMUSG00000085469	成功
ENSG00000273100	ENSMUSG00000101556	成功
ENSG00000230212	ENSMUSG00000100277	成功
ENSG00000240373	ENSMUSG00000102369	成功
ENSG00000257264	ENSMUSG00000086550	成功
ENSG00000215014	ENSMUSG00000073679	成功
ENSG00000254938	ENSMUSG00000103552	成功
ENSG00000259925	ENSMUSG00000108979	成功
ENSG00000177369	ENSMUSG00000103376	成功
ENSG00000225450	ENSMUSG00000089796	成功
ENSG00000236723	ENSMUSG00000087289	成功
ENSG00000273619	ENSMUSG00000084843	成功
ENSG00000162888	ENSMUSG00000102027	成功
ENSG00000268055	ENSMUSG00000109017	成功
ENSG00000254460	ENSMUSG00000097974	成功
ENSG00000250060	ENSMUSG00000091133	成功
ENSG00000278901	ENSMUSG00000103386	成功
ENSG00000223692	ENSMUSG00000086241	成功
ENSG00000261268	ENSMUSG00000102732	成功
ENSG00000235782	ENSMUSG00000104528	成功
ENSG00000225030	ENSMUSG00000087195	成功
ENSG00000229728	ENSMUSG00000087433	成功
ENSG00000279603	ENSMUSG00000109334	成功
ENSG00000241073	ENSMUSG00000105992	成功
ENSG00000254787	ENSMUSG00000109353	成功
ENSG00000274297	ENSMUSG00000095956	成功
ENSG00000270015	ENSMUSG00000108645	成功
ENSG00000230597	ENSMUSG00000102766	成功
ENSG00000230563	ENSMUSG00000027345	成功
ENSG00000261096	ENSMUSG00000102956	成功
ENSG00000267879	ENSMUSG00000108781	成功
ENSG00000263237	ENSMUSG00000109254	成功
ENSG00000264769	ENSMUSG00000100629	成功
ENSG00000234021	ENSMUSG00000110373	成功
ENSG00000279146	ENSMUSG00000105483	成功
ENSG00000260492	ENSMUSG00000102297	成功
ENSG00000238224	ENSMUSG00000089713	成功
ENSG00000231160	ENSMUSG00000100911	成功
ENSG00000251377	ENSMUSG00000099995	成功
ENSG00000267638	ENSMUSG00000092371	成功
ENSG00000276790	ENSMUSG00000085134	成功
ENSG00000249122	ENSMUSG00000106995	成功
ENSG00000260510	ENSMUSG00000109478	成功
ENSG00000272374	ENSMUSG00000085846	成功
ENSG00000230082	ENSMUSG00000107937	成功
ENSG00000224717	ENSMUSG00000103975	成功
ENSG00000234943	ENSMUSG00000101872	成功
ENSG00000229792	ENSMUSG00000109067	成功
ENSG00000235530	ENSMUSG00000060808	成功
ENSG00000279692	ENSMUSG00000075389	成功
ENSG00000230190	ENSMUSG00000108189	成功
ENSG00000264791	ENSMUSG00000086971	成功
ENSG00000260679	ENSMUSG00000073778	成功
ENSG00000267758	ENSMUSG00000085604	成功
ENSG00000259438	ENSMUSG00000102176	成功
ENSG00000272604	ENSMUSG00000085664	成功
ENSG00000262966	ENSMUSG00000085348	成功
ENSG00000255476	ENSMUSG00000109904	成功
ENSG00000258871	ENSMUSG00000104380	成功
ENSG00000224235	ENSMUSG00000104939	成功
ENSG00000259740	ENSMUSG00000086954	成功
ENSG00000236938	ENSMUSG00000097513	成功
ENSG00000203307	ENSMUSG00000097823	成功
ENSG00000234203	ENSMUSG00000085659	成功
ENSG00000280333	ENSMUSG00000109715	成功
ENSG00000179840	ENSMUSG00000085368	成功
ENSG00000272995	ENSMUSG00000105771	成功
ENSG00000248356	ENSMUSG00000109774	成功
ENSG00000249022	ENSMUSG00000104004	成功
ENSG00000224884	ENSMUSG00000107893	成功
ENSG00000225077	ENSMUSG00000108391	成功
ENSG00000267409	ENSMUSG00000102959	成功
ENSG00000226609	ENSMUSG00000073843	成功
ENSG00000253983	ENSMUSG00000100110	成功
ENSG00000223685	ENSMUSG00000106577	成功
ENSG00000258034	ENSMUSG00000106912	成功
ENSG00000226349	ENSMUSG00000103722	成功
ENSG00000226862	ENSMUSG00000103976	成功
ENSG00000259110	ENSMUSG00000091280	成功
ENSG00000255968	ENSMUSG00000108126	成功
ENSG00000243220	ENSMUSG00000085264	成功
ENSG00000248866	ENSMUSG00000086234	成功
ENSG00000265542	ENSMUSG00000087373	成功
ENSG00000258489	ENSMUSG00000099558	成功
ENSG00000280440	ENSMUSG00000097554	成功
ENSG00000229294	ENSMUSG00000085721	成功
ENSG00000248469	ENSMUSG00000086137	成功
ENSG00000269910	ENSMUSG00000096995	成功
ENSG00000261540	ENSMUSG00000090217	成功
ENSG00000265678	ENSMUSG00000087638	成功
ENSG00000260751	ENSMUSG00000108511	成功
ENSG00000260273	ENSMUSG00000101176	成功
ENSG00000270937	ENSMUSG00000085620	成功
ENSG00000278133	ENSMUSG00000108479	成功
ENSG00000272375	ENSMUSG00000109869	成功
ENSG00000270182	ENSMUSG00000108062	成功
ENSG00000249678	ENSMUSG00000106517	成功
ENSG00000271806	ENSMUSG00000098729	成功
ENSG00000259348	ENSMUSG00000108899	成功
ENSG00000279180	ENSMUSG00000106015	成功
ENSG00000250863	ENSMUSG00000107117	成功
ENSG00000283423	ENSMUSG00000099812	成功
ENSG00000235669	ENSMUSG00000086946	成功
ENSG00000231495	ENSMUSG00000106374	成功
ENSG00000233421	ENSMUSG00000087045	成功
ENSG00000271218	ENSMUSG00000099094	成功
ENSG00000226889	ENSMUSG00000103676	成功
ENSG00000225870	ENSMUSG00000109623	成功
ENSG00000250195	ENSMUSG00000102067	成功
ENSG00000278627	ENSMUSG00000084796	成功
ENSG00000253880	ENSMUSG00000110056	成功
ENSG00000255426	ENSMUSG00000085976	成功
ENSG00000251636	ENSMUSG00000104610	成功
ENSG00000269391	ENSMUSG00000104256	成功
ENSG00000236354	ENSMUSG00000085174	成功
ENSG00000276434	ENSMUSG00000047935	成功
ENSG00000248265	ENSMUSG00000104327	成功
ENSG00000247081	ENSMUSG00000102106	成功
ENSG00000267470	ENSMUSG00000108905	成功
ENSG00000272839	ENSMUSG00000099907	成功
ENSG00000255272	ENSMUSG00000086687	成功
ENSG00000274292	ENSMUSG00000104156	成功
ENSG00000261267	ENSMUSG00000098854	成功
ENSG00000255421	ENSMUSG00000109282	成功
ENSG00000280744	ENSMUSG00000099378	成功
ENSG00000232085	ENSMUSG00000103435	成功
ENSG00000235285	ENSMUSG00000101009	成功
ENSG00000254054	ENSMUSG00000085672	成功
ENSG00000282843	ENSMUSG00000085918	成功
ENSG00000244493	ENSMUSG00000089709	成功
ENSG00000235578	ENSMUSG00000089979	成功
ENSG00000278305	ENSMUSG00000107214	成功
ENSG00000256278	ENSMUSG00000108868	成功
ENSG00000274331	ENSMUSG00000109473	成功
ENSG00000257004	ENSMUSG00000098318	成功
ENSG00000248227	ENSMUSG00000105251	成功
ENSG00000259906	ENSMUSG00000108393	成功
ENSG00000271897	ENSMUSG00000097373	成功
ENSG00000272078	ENSMUSG00000086766	成功
ENSG00000255160	ENSMUSG00000102148	成功
ENSG00000248525	ENSMUSG00000107924	成功
ENSG00000279746	ENSMUSG00000104681	成功
ENSG00000254552	ENSMUSG00000087467	成功
ENSG00000270008	ENSMUSG00000106738	成功
ENSG00000237919	ENSMUSG00000106043	成功
ENSG00000272468	ENSMUSG00000086508	成功
ENSG00000232536	ENSMUSG00000097515	成功
ENSG00000225738	ENSMUSG00000093556	成功
ENSG00000272402	ENSMUSG00000097838	成功
ENSG00000277829	ENSMUSG00000085385	成功
ENSG00000261369	ENSMUSG00000110341	成功
ENSG00000269970	ENSMUSG00000085141	成功
ENSG00000276786	ENSMUSG00000039138	成功
ENSG00000226349	ENSMUSG00000102760	成功
ENSG00000272982	ENSMUSG00000102780	成功
ENSG00000204055	ENSMUSG00000085491	成功
ENSG00000236676	ENSMUSG00000104786	成功
ENSG00000255270	ENSMUSG00000103834	成功
ENSG00000260366	ENSMUSG00000110144	成功
ENSG00000267388	ENSMUSG00000094365	成功
ENSG00000257519	ENSMUSG00000106991	成功
ENSG00000226363	ENSMUSG00000087205	成功
ENSG00000281501	ENSMUSG00000106380	成功
ENSG00000279945	ENSMUSG00000108390	成功
ENSG00000267439	ENSMUSG00000090357	成功
ENSG00000254814	ENSMUSG00000109460	成功
ENSG00000167117	ENSMUSG00000109265	成功
ENSG00000261312	ENSMUSG00000109357	成功
ENSG00000272128	ENSMUSG00000109689	成功
ENSG00000257784	ENSMUSG00000109770	成功
ENSG00000248551	ENSMUSG00000109725	成功
ENSG00000237609	ENSMUSG00000087282	成功
ENSG00000256906	ENSMUSG00000106275	成功
ENSG00000231605	ENSMUSG00000097196	成功
ENSG00000268636	ENSMUSG00000110279	成功
ENSG00000253181	ENSMUSG00000109621	成功
ENSG00000231528	ENSMUSG00000086530	成功
ENSG00000261213	ENSMUSG00000103204	成功
ENSG00000279478	ENSMUSG00000105271	成功
ENSG00000235947	ENSMUSG00000107458	成功
ENSG00000236915	ENSMUSG00000106424	成功
ENSG00000271109	ENSMUSG00000087009	成功
ENSG00000225112	ENSMUSG00000084859	成功
ENSG00000279691	ENSMUSG00000085707	成功
ENSG00000267747	ENSMUSG00000086617	成功
ENSG00000258623	ENSMUSG00000097729	成功
ENSG00000235122	ENSMUSG00000101738	成功
ENSG00000272485	ENSMUSG00000085620	成功
ENSG00000270571	ENSMUSG00000087136	成功
ENSG00000277386	ENSMUSG00000054622	成功
ENSG00000279243	ENSMUSG00000110156	成功
ENSG00000267081	ENSMUSG00000108790	成功
ENSG00000254057	ENSMUSG00000085467	成功
ENSG00000225535	ENSMUSG00000108046	成功
ENSG00000226891	ENSMUSG00000085721	成功
ENSG00000257906	ENSMUSG00000087397	成功
ENSG00000279904	ENSMUSG00000104199	成功
ENSG00000251182	ENSMUSG00000105049	成功
ENSG00000233193	ENSMUSG00000086841	成功
ENSG00000245954	ENSMUSG00000106422	成功
ENSG00000259287	ENSMUSG00000087106	成功
ENSG00000251321	ENSMUSG00000097516	成功
ENSG00000225437	ENSMUSG00000099384	成功
ENSG00000259868	ENSMUSG00000102171	成功
ENSG00000279943	ENSMUSG00000110260	成功
ENSG00000253978	ENSMUSG00000087245	成功
ENSG00000223786	ENSMUSG00000102020	成功
ENSG00000261431	ENSMUSG00000087563	成功
ENSG00000267658	ENSMUSG00000085604	成功
ENSG00000251270	ENSMUSG00000104167	成功
ENSG00000269621	ENSMUSG00000097515	成功
ENSG00000266371	ENSMUSG00000086507	成功
ENSG00000225113	ENSMUSG00000106426	成功
ENSG00000233577	ENSMUSG00000106191	成功
ENSG00000249001	ENSMUSG00000106035	成功
ENSG00000272483	ENSMUSG00000107723	成功
ENSG00000225811	ENSMUSG00000085822	成功
ENSG00000225929	ENSMUSG00000086602	成功
ENSG00000232986	ENSMUSG00000107387	成功
ENSG00000259432	ENSMUSG00000045339	成功
ENSG00000249833	ENSMUSG00000108271	成功
ENSG00000260032	ENSMUSG00000087323	成功
ENSG00000248416	ENSMUSG00000106304	成功
ENSG00000261291	ENSMUSG00000109812	成功
ENSG00000223800	ENSMUSG00000085176	成功
ENSG00000262445	ENSMUSG00000085088	成功
ENSG00000278954	ENSMUSG00000087581	成功
ENSG00000276972	ENSMUSG00000106745	成功
ENSG00000263050	ENSMUSG00000085609	成功
ENSG00000259685	ENSMUSG00000097699	成功
ENSG00000238062	ENSMUSG00000100108	成功
ENSG00000223831	ENSMUSG00000086049	成功
ENSG00000255503	ENSMUSG00000103887	成功
ENSG00000245112	ENSMUSG00000109587	成功
ENSG00000273891	ENSMUSG00000109016	成功
ENSG00000271938	ENSMUSG00000109652	成功
ENSG00000238273	ENSMUSG00000099784	成功
ENSG00000253930	ENSMUSG00000104371	成功
ENSG00000279557	ENSMUSG00000099872	成功
ENSG00000258773	ENSMUSG00000099853	成功
ENSG00000183674	ENSMUSG00000104458	成功
ENSG00000257268	ENSMUSG00000105970	成功
ENSG00000255427	ENSMUSG00000070794	成功
ENSG00000232913	ENSMUSG00000105709	成功
ENSG00000224743	ENSMUSG00000106750	成功
ENSG00000229750	ENSMUSG00000099502	成功
ENSG00000276533	ENSMUSG00000104066	成功
ENSG00000260973	ENSMUSG00000108522	成功
ENSG00000260172	ENSMUSG00000104467	成功
ENSG00000273265	ENSMUSG00000104237	成功
ENSG00000225881	ENSMUSG00000086763	成功
ENSG00000272918	ENSMUSG00000105565	成功
ENSG00000254551	ENSMUSG00000103887	成功
ENSG00000271776	ENSMUSG00000104311	成功
ENSG00000237844	ENSMUSG00000087702	成功
ENSG00000257180	ENSMUSG00000101481	成功
ENSG00000256923	ENSMUSG00000108085	成功
ENSG00000275665	ENSMUSG00000085586	成功
ENSG00000255723	ENSMUSG00000105261	成功
