人类基因	小鼠基因	人类转录本	小鼠转录本	提取状态
ENSG00000237923	ENSMUSG00000086867	ENST00000442852	ENSMUST00000135203	成功
ENSG00000260148	ENSMUSG00000097194	ENST00000565829	ENSMUST00000181788	成功
ENSG00000283341	ENSMUSG00000075020	ENST00000636894	ENSMUST00000211430	成功
ENSG00000266903	ENSMUSG00000087593	ENST00000586169	ENSMUST00000137373	成功
ENSG00000281207	ENSMUSG00000110389	ENST00000626479	ENSMUST00000209367	成功
ENSG00000256879	ENSMUSG00000100707	ENST00000535755	ENSMUST00000190040	成功
ENSG00000206567	ENSMUSG00000107560	ENST00000429065	ENSMUST00000205219	成功
ENSG00000266642	ENSMUSG00000087050	ENST00000580603	ENSMUST00000150471	成功
ENSG00000254942	ENSMUSG00000105961	ENST00000526411	ENSMUST00000198175	成功
ENSG00000260880	ENSMUSG00000109868	ENST00000569990	ENSMUST00000211262	成功
ENSG00000265356	ENSMUSG00000109297	ENST00000636421	ENSMUST00000207942	成功
ENSG00000251688	ENSMUSG00000109873	ENST00000509370	ENSMUST00000209499	成功
ENSG00000263278	ENSMUSG00000087036	ENST00000611949	ENSMUST00000153825	成功
ENSG00000204282	ENSMUSG00000087486	ENST00000589217	ENSMUST00000155505	成功
ENSG00000272914	ENSMUSG00000097888	ENST00000608729	ENSMUST00000180850	成功
ENSG00000257433	ENSMUSG00000086601	ENST00000547799	ENSMUST00000149373	成功
ENSG00000179818	ENSMUSG00000100174	ENST00000628102	ENSMUST00000187779	成功
ENSG00000271590	ENSMUSG00000074813	ENST00000603748	ENSMUST00000138486	成功
ENSG00000279861	ENSMUSG00000109984	ENST00000624088	ENSMUST00000210035	成功
ENSG00000226853	ENSMUSG00000087176	ENST00000606406	ENSMUST00000144735	成功
ENSG00000261815	ENSMUSG00000097248	ENST00000564222	ENSMUST00000180700	成功
ENSG00000231050	ENSMUSG00000086682	ENST00000412228	ENSMUST00000137752	成功
ENSG00000279149	ENSMUSG00000100783	ENST00000623911	ENSMUST00000189639	成功
ENSG00000279028	ENSMUSG00000097430	ENST00000625092	ENSMUST00000192479	成功
ENSG00000280758	ENSMUSG00000039798	ENST00000630523	ENSMUST00000047607	成功
ENSG00000262223	ENSMUSG00000085501	ENST00000572077	ENSMUST00000136542	成功
ENSG00000276807	ENSMUSG00000103486	ENST00000620960	ENSMUST00000193528	成功
ENSG00000227036	ENSMUSG00000087259	ENST00000453722	ENSMUST00000127263	成功
ENSG00000232442	ENSMUSG00000010492	ENST00000449500	ENSMUST00000122831	成功
ENSG00000226791	ENSMUSG00000103948	ENST00000623301	ENSMUST00000192316	成功
ENSG00000250451	ENSMUSG00000102297	ENST00000505700	ENSMUST00000193457	成功
ENSG00000278948	ENSMUSG00000092494	ENST00000624344	ENSMUST00000173178	成功
ENSG00000277545	ENSMUSG00000047935	ENST00000615844	ENSMUST00000186174	成功
ENSG00000272226	ENSMUSG00000052767	ENST00000607372	ENSMUST00000145411	成功
ENSG00000259926	ENSMUSG00000109812	ENST00000565073	ENSMUST00000210665	成功
ENSG00000273375	ENSMUSG00000086146	ENST00000610089	ENSMUST00000125829	成功
ENSG00000258699	ENSMUSG00000099597	ENST00000556926	ENSMUST00000185441	成功
ENSG00000261266	ENSMUSG00000108688	ENST00000566143	ENSMUST00000206202	成功
ENSG00000269199	ENSMUSG00000103398	ENST00000600071	ENSMUST00000195630	成功
ENSG00000260673	ENSMUSG00000102099	ENST00000568110	ENSMUST00000189140	成功
ENSG00000225361	ENSMUSG00000087364	ENST00000603624	ENSMUST00000149378	成功
ENSG00000265692	ENSMUSG00000090758	ENST00000581489	ENSMUST00000163273	成功
ENSG00000279091	ENSMUSG00000109524	ENST00000625039	ENSMUST00000207562	成功
ENSG00000220161	ENSMUSG00000097747	ENST00000577684	ENSMUST00000181687	成功
ENSG00000268686	ENSMUSG00000087138	ENST00000599433	ENSMUST00000152595	成功
ENSG00000258560	ENSMUSG00000097788	ENST00000554245	ENSMUST00000180576	成功
ENSG00000260448	ENSMUSG00000108455	ENST00000563176	ENSMUST00000206563	成功
ENSG00000255032	ENSMUSG00000075027	ENST00000530039	ENSMUST00000136401	成功
ENSG00000280092	ENSMUSG00000097393	ENST00000623314	ENSMUST00000180524	成功
ENSG00000180279	ENSMUSG00000108781	ENST00000634979	ENSMUST00000206293	成功
ENSG00000236387	ENSMUSG00000086822	ENST00000448825	ENSMUST00000150466	成功
ENSG00000172250	ENSMUSG00000097301	ENST00000434218	ENSMUST00000181049	成功
ENSG00000261288	ENSMUSG00000089697	ENST00000569220	ENSMUST00000161395	成功
ENSG00000230149	ENSMUSG00000087543	ENST00000418803	ENSMUST00000128342	成功
ENSG00000231721	ENSMUSG00000103220	ENST00000451786	ENSMUST00000195025	成功
ENSG00000261864	ENSMUSG00000074113	ENST00000548144	ENSMUST00000137706	成功
ENSG00000230454	ENSMUSG00000097099	ENST00000439898	ENSMUST00000181099	成功
ENSG00000253857	ENSMUSG00000103377	ENST00000520251	ENSMUST00000195335	成功
ENSG00000196668	ENSMUSG00000107058	ENST00000480237	ENSMUST00000202755	成功
ENSG00000240549	ENSMUSG00000079357	ENST00000468961	ENSMUST00000112652	成功
ENSG00000237037	ENSMUSG00000097301	ENST00000617009	ENSMUST00000181049	成功
ENSG00000240801	ENSMUSG00000043795	ENST00000430034	ENSMUST00000054910	成功
ENSG00000231156	ENSMUSG00000099635	ENST00000423433	ENSMUST00000188560	成功
ENSG00000223774	ENSMUSG00000104524	ENST00000458139	ENSMUST00000192904	成功
ENSG00000277496	ENSMUSG00000084843	ENST00000617703	ENSMUST00000145549	成功
ENSG00000242207	ENSMUSG00000084844	ENST00000480386	ENSMUST00000131275	成功
ENSG00000223626	ENSMUSG00000110160	ENST00000413637	ENSMUST00000211492	成功
ENSG00000258302	ENSMUSG00000089994	ENST00000552778	ENSMUST00000160182	成功
ENSG00000280132	ENSMUSG00000108354	ENST00000622954	ENSMUST00000205646	成功
ENSG00000266498	ENSMUSG00000086536	ENST00000584952	ENSMUST00000123949	成功
ENSG00000197670	ENSMUSG00000086999	ENST00000424252	ENSMUST00000131931	成功
ENSG00000260034	ENSMUSG00000108522	ENST00000562280	ENSMUST00000206841	成功
ENSG00000269091	ENSMUSG00000108607	ENST00000599914	ENSMUST00000207290	成功
ENSG00000230768	ENSMUSG00000105882	ENST00000623043	ENSMUST00000196237	成功
ENSG00000203706	ENSMUSG00000089812	ENST00000437764	ENSMUST00000159407	成功
ENSG00000260898	ENSMUSG00000091908	ENST00000563592	ENSMUST00000163186	成功
ENSG00000250754	ENSMUSG00000109807	ENST00000511746	ENSMUST00000211328	成功
ENSG00000223528	ENSMUSG00000108569	ENST00000599979	ENSMUST00000205334	成功
ENSG00000239569	ENSMUSG00000073147	ENST00000453677	ENSMUST00000101522	成功
ENSG00000267872	ENSMUSG00000092103	ENST00000599810	ENSMUST00000165145	成功
ENSG00000250786	ENSMUSG00000096956	ENST00000508179	ENSMUST00000181536	成功
ENSG00000257660	ENSMUSG00000091050	ENST00000549864	ENSMUST00000163781	成功
ENSG00000176593	ENSMUSG00000109594	ENST00000313957	ENSMUST00000209738	成功
ENSG00000253161	ENSMUSG00000110088	ENST00000522718	ENSMUST00000210452	成功
ENSG00000228251	ENSMUSG00000085498	ENST00000436885	ENSMUST00000144178	成功
ENSG00000254340	ENSMUSG00000109698	ENST00000520017	ENSMUST00000210468	成功
ENSG00000256249	ENSMUSG00000106261	ENST00000543611	ENSMUST00000196486	成功
ENSG00000275880	ENSMUSG00000109358	ENST00000611744	ENSMUST00000209007	成功
ENSG00000237410	ENSMUSG00000085196	ENST00000433606	ENSMUST00000146751	成功
ENSG00000279388	ENSMUSG00000106840	ENST00000624926	ENSMUST00000201268	成功
ENSG00000214145	ENSMUSG00000097621	ENST00000414120	ENSMUST00000181113	成功
ENSG00000236947	ENSMUSG00000097428	ENST00000452465	ENSMUST00000181406	成功
ENSG00000247708	ENSMUSG00000107276	ENST00000502693	ENSMUST00000202512	成功
ENSG00000280551	ENSMUSG00000106220	ENST00000627783	ENSMUST00000197594	成功
ENSG00000260648	ENSMUSG00000074918	ENST00000568093	ENSMUST00000149978	成功
ENSG00000233590	ENSMUSG00000104481	ENST00000429634	ENSMUST00000193990	成功
ENSG00000230027	ENSMUSG00000106024	ENST00000434540	ENSMUST00000199877	成功
ENSG00000259605	ENSMUSG00000086533	ENST00000559756	ENSMUST00000205975	成功
ENSG00000258952	ENSMUSG00000102197	ENST00000555871	ENSMUST00000195404	成功
ENSG00000263072	ENSMUSG00000097517	ENST00000572691	ENSMUST00000180920	成功
ENSG00000261664	ENSMUSG00000085873	ENST00000564479	ENSMUST00000150239	成功
ENSG00000268505	ENSMUSG00000097336	ENST00000599841	ENSMUST00000182264	成功
ENSG00000267141	ENSMUSG00000097889	ENST00000586694	ENSMUST00000181866	成功
ENSG00000228478	ENSMUSG00000104458	ENST00000420389	ENSMUST00000194995	成功
ENSG00000234854	ENSMUSG00000108847	ENST00000416090	ENSMUST00000208333	成功
ENSG00000268938	ENSMUSG00000080058	ENST00000597837	ENSMUST00000211380	成功
ENSG00000250218	ENSMUSG00000107605	ENST00000512384	ENSMUST00000204442	成功
ENSG00000264116	ENSMUSG00000097738	ENST00000579386	ENSMUST00000181345	成功
ENSG00000253741	ENSMUSG00000099452	ENST00000520572	ENSMUST00000189781	成功
ENSG00000267786	ENSMUSG00000094365	ENST00000592518	ENSMUST00000146232	成功
ENSG00000272668	ENSMUSG00000085184	ENST00000608430	ENSMUST00000132370	成功
ENSG00000231272	ENSMUSG00000097060	ENST00000456078	ENSMUST00000181773	成功
ENSG00000233108	ENSMUSG00000087305	ENST00000428660	ENSMUST00000148063	成功
ENSG00000239677	ENSMUSG00000097834	ENST00000608304	ENSMUST00000181770	成功
ENSG00000261829	ENSMUSG00000103272	ENST00000568958	ENSMUST00000195317	成功
ENSG00000259926	ENSMUSG00000109863	ENST00000565073	ENSMUST00000211364	成功
ENSG00000271858	ENSMUSG00000102670	ENST00000607088	ENSMUST00000193842	成功
ENSG00000225746	ENSMUSG00000098061	ENST00000556720	ENSMUST00000183191	成功
ENSG00000203930	ENSMUSG00000087565	ENST00000370535	ENSMUST00000145552	成功
ENSG00000228634	ENSMUSG00000085517	ENST00000447478	ENSMUST00000147555	成功
ENSG00000266903	ENSMUSG00000097226	ENST00000591312	ENSMUST00000181637	成功
ENSG00000224616	ENSMUSG00000097737	ENST00000421185	ENSMUST00000180969	成功
ENSG00000273237	ENSMUSG00000107619	ENST00000608362	ENSMUST00000204226	成功
ENSG00000256508	ENSMUSG00000109305	ENST00000569428	ENSMUST00000207703	成功
ENSG00000238262	ENSMUSG00000087531	ENST00000421651	ENSMUST00000134006	成功
ENSG00000263013	ENSMUSG00000087384	ENST00000570440	ENSMUST00000126849	成功
ENSG00000237166	ENSMUSG00000103839	ENST00000452787	ENSMUST00000194925	成功
ENSG00000253133	ENSMUSG00000110256	ENST00000523081	ENSMUST00000210217	成功
ENSG00000259495	ENSMUSG00000097016	ENST00000559008	ENSMUST00000208101	成功
ENSG00000257534	ENSMUSG00000101588	ENST00000551732	ENSMUST00000188201	成功
ENSG00000228420	ENSMUSG00000086968	ENST00000453347	ENSMUST00000131345	成功
ENSG00000275888	ENSMUSG00000100629	ENST00000620937	ENSMUST00000189381	成功
ENSG00000246174	ENSMUSG00000085560	ENST00000500113	ENSMUST00000136294	成功
ENSG00000236098	ENSMUSG00000104869	ENST00000414039	ENSMUST00000197868	成功
ENSG00000228863	ENSMUSG00000104413	ENST00000621431	ENSMUST00000192498	成功
ENSG00000260519	ENSMUSG00000107206	ENST00000562054	ENSMUST00000200723	成功
ENSG00000257060	ENSMUSG00000101843	ENST00000553478	ENSMUST00000187453	成功
ENSG00000226812	ENSMUSG00000087129	ENST00000430481	ENSMUST00000154065	成功
ENSG00000233175	ENSMUSG00000092371	ENST00000587534	ENSMUST00000174079	成功
ENSG00000254452	ENSMUSG00000086938	ENST00000526951	ENSMUST00000128542	成功
ENSG00000230551	ENSMUSG00000098098	ENST00000499521	ENSMUST00000183083	成功
ENSG00000273449	ENSMUSG00000085109	ENST00000609356	ENSMUST00000140669	成功
ENSG00000262223	ENSMUSG00000086750	ENST00000570301	ENSMUST00000135048	成功
ENSG00000259390	ENSMUSG00000087203	ENST00000559570	ENSMUST00000138764	成功
ENSG00000272154	ENSMUSG00000073594	ENST00000607216	ENSMUST00000097612	成功
ENSG00000232359	ENSMUSG00000086523	ENST00000421624	ENSMUST00000142804	成功
ENSG00000229011	ENSMUSG00000022116	ENST00000457858	ENSMUST00000193202	成功
ENSG00000274902	ENSMUSG00000086601	ENST00000614562	ENSMUST00000149373	成功
ENSG00000234111	ENSMUSG00000103929	ENST00000455598	ENSMUST00000192018	成功
ENSG00000257553	ENSMUSG00000097691	ENST00000548595	ENSMUST00000181142	成功
ENSG00000212743	ENSMUSG00000103253	ENST00000391437	ENSMUST00000194883	成功
ENSG00000279334	ENSMUSG00000104793	ENST00000624271	ENSMUST00000199788	成功
ENSG00000233878	ENSMUSG00000105741	ENST00000436670	ENSMUST00000199610	成功
ENSG00000263683	ENSMUSG00000107841	ENST00000579437	ENSMUST00000204539	成功
ENSG00000226349	ENSMUSG00000102950	ENST00000428148	ENSMUST00000192441	成功
ENSG00000237282	ENSMUSG00000084837	ENST00000594642	ENSMUST00000153051	成功
ENSG00000263307	ENSMUSG00000096959	ENST00000574364	ENSMUST00000181206	成功
ENSG00000271937	ENSMUSG00000097322	ENST00000607510	ENSMUST00000180486	成功
ENSG00000268287	ENSMUSG00000109644	ENST00000599209	ENSMUST00000210866	成功
ENSG00000259779	ENSMUSG00000089744	ENST00000567168	ENSMUST00000160306	成功
ENSG00000214955	ENSMUSG00000086331	ENST00000427022	ENSMUST00000124376	成功
ENSG00000268854	ENSMUSG00000108372	ENST00000598194	ENSMUST00000206723	成功
ENSG00000204055	ENSMUSG00000085224	ENST00000372490	ENSMUST00000145389	成功
ENSG00000236740	ENSMUSG00000099170	ENST00000511369	ENSMUST00000183878	成功
ENSG00000239381	ENSMUSG00000099437	ENST00000470817	ENSMUST00000188411	成功
ENSG00000233593	ENSMUSG00000097018	ENST00000443802	ENSMUST00000180862	成功
ENSG00000213373	ENSMUSG00000086347	ENST00000436546	ENSMUST00000142107	成功
ENSG00000256694	ENSMUSG00000108232	ENST00000540136	ENSMUST00000205062	成功
ENSG00000182873	ENSMUSG00000073686	ENST00000333854	ENSMUST00000097750	成功
ENSG00000249550	ENSMUSG00000107063	ENST00000550905	ENSMUST00000201639	成功
ENSG00000263843	ENSMUSG00000097020	ENST00000585075	ENSMUST00000180919	成功
ENSG00000270750	ENSMUSG00000102919	ENST00000603766	ENSMUST00000193246	成功
ENSG00000269416	ENSMUSG00000092103	ENST00000594576	ENSMUST00000165145	成功
ENSG00000228714	ENSMUSG00000085032	ENST00000433546	ENSMUST00000141162	成功
ENSG00000260579	ENSMUSG00000104453	ENST00000565513	ENSMUST00000193864	成功
ENSG00000224057	ENSMUSG00000085091	ENST00000442411	ENSMUST00000150329	成功
ENSG00000261054	ENSMUSG00000108871	ENST00000566974	ENSMUST00000207427	成功
ENSG00000222043	ENSMUSG00000087222	ENST00000428541	ENSMUST00000135244	成功
ENSG00000225683	ENSMUSG00000089633	ENST00000612841	ENSMUST00000159602	成功
ENSG00000261195	ENSMUSG00000108979	ENST00000564490	ENSMUST00000209027	成功
ENSG00000225936	ENSMUSG00000087095	ENST00000425264	ENSMUST00000136990	成功
ENSG00000267070	ENSMUSG00000087168	ENST00000589323	ENSMUST00000140000	成功
ENSG00000224093	ENSMUSG00000104554	ENST00000446684	ENSMUST00000198222	成功
ENSG00000254654	ENSMUSG00000086980	ENST00000525114	ENSMUST00000123263	成功
ENSG00000279070	ENSMUSG00000051844	ENST00000624835	ENSMUST00000063376	成功
ENSG00000242808	ENSMUSG00000106519	ENST00000627530	ENSMUST00000197492	成功
ENSG00000267395	ENSMUSG00000097038	ENST00000590076	ENSMUST00000181954	成功
ENSG00000267470	ENSMUSG00000108865	ENST00000588382	ENSMUST00000207408	成功
ENSG00000275191	ENSMUSG00000109727	ENST00000610421	ENSMUST00000210728	成功
ENSG00000224635	ENSMUSG00000085385	ENST00000422519	ENSMUST00000186993	成功
ENSG00000282111	ENSMUSG00000097203	ENST00000632635	ENSMUST00000181805	成功
ENSG00000234492	ENSMUSG00000105716	ENST00000506795	ENSMUST00000196697	成功
ENSG00000257038	ENSMUSG00000108866	ENST00000546324	ENSMUST00000208164	成功
ENSG00000280347	ENSMUSG00000106990	ENST00000624029	ENSMUST00000201159	成功
ENSG00000236461	ENSMUSG00000085032	ENST00000423637	ENSMUST00000141162	成功
ENSG00000262420	ENSMUSG00000096921	ENST00000572811	ENSMUST00000181732	成功
ENSG00000264125	ENSMUSG00000087398	ENST00000581633	ENSMUST00000138817	成功
ENSG00000270060	ENSMUSG00000097868	ENST00000524412	ENSMUST00000181191	成功
ENSG00000260177	ENSMUSG00000097969	ENST00000561567	ENSMUST00000183009	成功
ENSG00000233895	ENSMUSG00000087594	ENST00000412571	ENSMUST00000144661	成功
ENSG00000231817	ENSMUSG00000085829	ENST00000595532	ENSMUST00000131222	成功
ENSG00000259495	ENSMUSG00000109422	ENST00000559008	ENSMUST00000208884	成功
ENSG00000259933	ENSMUSG00000073437	ENST00000570072	ENSMUST00000181760	成功
ENSG00000266934	ENSMUSG00000086199	ENST00000585495	ENSMUST00000151652	成功
ENSG00000240063	ENSMUSG00000105662	ENST00000488882	ENSMUST00000198751	成功
ENSG00000280245	ENSMUSG00000085078	ENST00000623428	ENSMUST00000133400	成功
ENSG00000280734	ENSMUSG00000100585	ENST00000625254	ENSMUST00000187423	成功
ENSG00000228176	ENSMUSG00000078531	ENST00000422638	ENSMUST00000149942	成功
ENSG00000254860	ENSMUSG00000109499	ENST00000534349	ENSMUST00000207292	成功
ENSG00000267192	ENSMUSG00000109165	ENST00000589671	ENSMUST00000208578	成功
ENSG00000226390	ENSMUSG00000098051	ENST00000436263	ENSMUST00000183124	成功
ENSG00000239791	ENSMUSG00000108806	ENST00000486926	ENSMUST00000206759	成功
ENSG00000234553	ENSMUSG00000086402	ENST00000431789	ENSMUST00000142621	成功
ENSG00000255470	ENSMUSG00000109231	ENST00000527671	ENSMUST00000208344	成功
ENSG00000236501	ENSMUSG00000087527	ENST00000452002	ENSMUST00000123829	成功
ENSG00000261156	ENSMUSG00000109297	ENST00000566930	ENSMUST00000207942	成功
ENSG00000259415	ENSMUSG00000085194	ENST00000559666	ENSMUST00000148597	成功
ENSG00000251533	ENSMUSG00000096995	ENST00000514902	ENSMUST00000180698	成功
ENSG00000235885	ENSMUSG00000085675	ENST00000452716	ENSMUST00000143311	成功
ENSG00000272854	ENSMUSG00000099851	ENST00000610269	ENSMUST00000186876	成功
ENSG00000279758	ENSMUSG00000109194	ENST00000624471	ENSMUST00000207526	成功
ENSG00000259654	ENSMUSG00000109302	ENST00000558044	ENSMUST00000207047	成功
ENSG00000259375	ENSMUSG00000097415	ENST00000561409	ENSMUST00000206358	成功
ENSG00000280220	ENSMUSG00000087382	ENST00000624276	ENSMUST00000142207	成功
ENSG00000260634	ENSMUSG00000109232	ENST00000567613	ENSMUST00000207413	成功
ENSG00000259163	ENSMUSG00000072884	ENST00000557007	ENSMUST00000138678	成功
ENSG00000233086	ENSMUSG00000103488	ENST00000424980	ENSMUST00000193515	成功
ENSG00000238062	ENSMUSG00000099767	ENST00000414876	ENSMUST00000190367	成功
ENSG00000242797	ENSMUSG00000086296	ENST00000467187	ENSMUST00000150953	成功
ENSG00000203721	ENSMUSG00000104414	ENST00000367355	ENSMUST00000194018	成功
ENSG00000278876	ENSMUSG00000053613	ENST00000623802	ENSMUST00000151998	成功
ENSG00000242048	ENSMUSG00000043833	ENST00000462083	ENSMUST00000171190	成功
ENSG00000279404	ENSMUSG00000044081	ENST00000623035	ENSMUST00000181158	成功
ENSG00000250910	ENSMUSG00000102629	ENST00000618478	ENSMUST00000193554	成功
ENSG00000250379	ENSMUSG00000087458	ENST00000510176	ENSMUST00000141511	成功
ENSG00000278915	ENSMUSG00000073594	ENST00000624566	ENSMUST00000097612	成功
ENSG00000249483	ENSMUSG00000097182	ENST00000512859	ENSMUST00000181054	成功
ENSG00000203327	ENSMUSG00000086707	ENST00000366153	ENSMUST00000137364	成功
ENSG00000271474	ENSMUSG00000089737	ENST00000605849	ENSMUST00000161394	成功
ENSG00000264078	ENSMUSG00000085517	ENST00000581333	ENSMUST00000131846	成功
ENSG00000255201	ENSMUSG00000110140	ENST00000528407	ENSMUST00000209774	成功
ENSG00000246731	ENSMUSG00000062391	ENST00000499670	ENSMUST00000148405	成功
ENSG00000246263	ENSMUSG00000086125	ENST00000520820	ENSMUST00000136305	成功
ENSG00000232021	ENSMUSG00000106086	ENST00000436413	ENSMUST00000196419	成功
ENSG00000274536	ENSMUSG00000078122	ENST00000621933	ENSMUST00000147681	成功
ENSG00000224821	ENSMUSG00000109358	ENST00000458403	ENSMUST00000209007	成功
ENSG00000254233	ENSMUSG00000110035	ENST00000519173	ENSMUST00000211698	成功
ENSG00000236886	ENSMUSG00000101968	ENST00000447289	ENSMUST00000188349	成功
ENSG00000224870	ENSMUSG00000073679	ENST00000572242	ENSMUST00000097740	成功
ENSG00000279722	ENSMUSG00000109828	ENST00000624610	ENSMUST00000210054	成功
ENSG00000225963	ENSMUSG00000089652	ENST00000594622	ENSMUST00000161923	成功
ENSG00000231365	ENSMUSG00000105689	ENST00000425884	ENSMUST00000196228	成功
ENSG00000218510	ENSMUSG00000085542	ENST00000416769	ENSMUST00000132824	成功
